3.081783456793940612e-02 7.467896113490259946e-01
4.367173892323623630e-01 2.624605159228646789e-01
2.145846728195291986e-01 9.368131505337792264e-01
4.085286437246361535e-01 2.409705750056847506e-01
8.534030732681661124e-01 1.227579324114860260e-01
2.339394858653407461e-01 8.311126721249061378e-01
5.830274168906601773e-02 1.532843166244940436e-01
2.813838920219965400e-01 1.792683081577390869e-01
2.935937577666836162e-01 5.993827915208435053e-01
6.619165147268950555e-01 8.745620408374644716e-01
5.570321523412783415e-01 1.964346657145732422e-01
7.838982091064135016e-01 3.103236729000947713e-01
6.643135403273875417e-01 7.774048382411775648e-01
4.063868614400705237e-01 9.718264260609673633e-01
8.140203846660346576e-01 5.007411862023423144e-01
1.669729199077039095e-01 1.438975025512507777e-01
2.271207313386047755e-02 1.393628770820154461e-02
9.004786077564175262e-02 2.296560299988552600e-01
7.223593505964502892e-01 1.318222177865210343e-01
4.618772302513873829e-01 6.776586736128574762e-01
1.612717790336017920e-01 1.218325046285311242e-01
5.010447751033635377e-01 5.063299316206330003e-01
1.523121027131684180e-01 6.942624356428864774e-01
6.963203750777360312e-01 5.811166092209023581e-01
4.461562755740307029e-01 1.997756516600576182e-01
3.810212260964824793e-01 8.041245261822627111e-01
3.015120891478765275e-01 7.154071296158016624e-01
6.302825931188884567e-01 7.389840039155417539e-01
3.618126105533904235e-01 1.310577515573132512e-01
8.764991931610099929e-02 1.237538036503446071e-01
1.180059021205153158e-01 9.275625510065076407e-01
9.618976645495145306e-01 3.975781938249406400e-01
9.085806907076070527e-01 3.009486917809397477e-01
6.997071338107495597e-01 4.885840453515333248e-01
2.658699614595195770e-01 6.628642127635824277e-01
9.691763773477238830e-01 9.556232570469699317e-01
7.787509039657946053e-01 2.864462268820550106e-01
7.168901891589956055e-01 9.248084293120271138e-01
4.493615021437886714e-01 2.485949138625631605e-02
2.722415618451590191e-01 5.551980423268246811e-01
9.639096215349929331e-02 6.339751116810851128e-01
9.026023965438416674e-01 1.058974037507532939e-01
4.557762898336110702e-01 1.403395970639126356e-01
2.023633647952303161e-01 4.191143193163038294e-01
3.059566241506525008e-01 9.662319121431817148e-01
5.792195689418959681e-01 5.960425532343728294e-01
1.767727829392317096e-01 9.330232216002112278e-01
8.566142840923754997e-01 8.043609156129707394e-01
7.585195298352100934e-01 4.673816015552915148e-01
7.194629559509367889e-01 7.847634492521874394e-01
4.320930397751037155e-01 1.783678397698773566e-02
6.273088407024431934e-01 1.091439967657349408e-01
